date,average_temp_degrees,min_temp_degrees,max_temp_degrees,wind_direction_degrees,wind_speed_kph,peak_wind_gust_kph,avg_air_pressure_hPa
2020-12-23,9.6,7.5,10.6,188.0,10.8,29.6,1005.2
2020-12-24,3.9,1.9,6.9,339.0,24.4,42.6,1020.4
2020-12-25,0.9,-0.4,2.3,305.0,15.1,38.9,1030.5
2020-12-26,5.8,1.0,9.3,232.0,23.2,64.8,1016.2
2020-12-27,5.7,1.9,9.0,234.0,23.4,70.4,977.5
2020-12-28,1.6,-0.2,2.8,68.0,9.1,25.9,974.4
2020-12-29,1.3,0.1,2.0,310.0,11.4,24.1,989.8
2020-12-30,1.2,0.1,3.2,287.0,9.3,22.2,1002.5
2020-12-31,-0.7,-2.4,1.2,322.0,8.5,22.2,1005.6
2021-01-01,-0.3,-2.4,2.2,304.0,9.2,20.4,1011.8
2021-01-02,1.3,-0.8,2.5,338.0,11.2,24.1,1016.2
2021-01-03,1.3,-0.7,3.0,17.0,13.7,29.6,1017.7
2021-01-04,1.9,0.9,2.8,24.0,20.4,38.9,1019.8
2021-01-05,1.2,0.2,1.9,13.0,19.2,35.2,1020.4
2021-01-06,1.5,0.0,2.7,8.0,13.6,29.6,1019.9
2021-01-07,-1.2,-2.2,-0.3,305.0,10.1,22.2,1018.7
2021-01-08,-0.8,-2.2,1.0,327.0,6.8,18.5,1018.8
2021-01-09,-0.5,-1.5,1.4,349.0,7.2,18.5,1026.3
2021-01-10,0.3,-1.3,2.5,260.0,9.1,20.4,1026.1
2021-01-11,4.2,0.8,7.4,248.0,20.1,40.8,1018.0
2021-01-12,5.6,0.6,8.6,304.0,15.7,44.5,1014.0
2021-01-13,3.9,0.2,6.8,260.0,8.8,20.4,1018.7
2021-01-14,4.3,0.7,6.8,86.0,13.9,33.3,1017.0
2021-01-15,0.6,-0.7,2.4,18.0,8.3,24.1,1029.8
2021-01-16,3.7,1.1,6.3,218.0,16.4,35.2,1020.1
2021-01-17,3.8,2.6,5.6,290.0,15.6,33.3,1023.4
2021-01-18,4.2,1.6,7.4,230.0,14.4,35.2,1021.1
2021-01-19,9.6,7.8,10.4,229.0,28.2,48.2,1003.9
2021-01-20,9.6,9.0,10.0,202.0,30.2,53.7,988.0
2021-01-20,9.6,9.0,10.0,202.0,30.2,53.7,988.0
2021-01-21,5.4,2.8,8.1,239.0,24.0,55.5,984.6
2021-01-22,2.6,-0.1,5.9,238.0,10.2,24.1,992.1
2021-01-23,0.7,-1.1,2.8,278.0,10.0,25.9,995.5
2021-01-24,-0.9,-2.4,0.5,75.0,11.7,31.5,996.9
2021-01-25,-0.2,-2.9,2.8,299.0,15.1,31.5,1009.5
2021-01-26,1.5,-1.6,5.5,205.0,12.5,29.6,1015.5
2021-01-27,7.2,5.8,8.5,243.0,10.0,24.1,1011.0
2021-01-28,10.2,7.9,12.3,235.0,18.9,46.3,1002.0
2021-01-29,8.7,7.1,9.8,264.0,20.8,42.6,998.1
2021-01-30,4.2,2.2,7.1,84.0,19.6,42.6,997.6
2021-01-31,1.7,-0.1,2.9,72.0,15.7,35.2,998.7
2021-02-01,3.0,2.1,4.0,21.0,10.9,25.9,996.9
2021-02-02,8.5,3.8,11.4,202.0,17.2,35.2,995.2
2021-02-03,7.4,4.5,8.7,240.0,13.7,33.3,996.8
2021-02-04,5.8,3.5,7.7,166.0,11.1,24.1,1008.7
2021-02-05,6.6,5.3,8.6,185.0,8.9,20.4,1008.4
2021-02-06,4.4,2.9,6.0,44.0,10.9,33.3,1006.8
2021-02-07,0.1,-1.4,2.9,16.0,26.2,48.2,1004.5
2021-02-08,-2.2,-2.7,-1.5,28.0,21.2,38.9,1003.9
2021-02-09,-2.8,-3.7,-1.6,46.0,14.3,29.6,1007.3
2021-02-10,-3.1,-5.1,-1.1,28.0,12.9,25.9,1015.9
2021-02-11,-3.7,-5.7,-1.8,89.0,11.6,27.8,1027.1
2021-02-12,-3.2,-4.3,-1.5,89.0,16.9,35.2,1030.5
2021-02-13,-3.6,-5.4,-1.9,122.0,17.4,35.2,1032.8
2021-02-14,0.6,-1.9,3.9,154.0,20.4,37.0,1025.7
2021-02-15,7.7,4.5,10.6,198.0,15.3,31.5,1018.2
2021-02-16,8.4,7.3,9.4,209.0,18.1,35.2,1010.4
2021-02-17,8.7,7.0,9.8,203.0,21.4,38.9,1009.8
2021-02-18,7.5,5.0,8.6,212.0,20.2,40.8,1004.0
2021-02-20,11.2,9.5,13.1,177.0,21.8,42.6,1003.3
2021-02-21,10.8,9.1,13.5,164.0,12.0,29.6,1008.2
2021-02-22,9.0,6.7,11.0,192.0,9.6,24.1,1014.7
2021-02-23,9.2,5.7,12.2,186.0,19.9,44.5,1023.0
2021-02-24,11.7,10.5,13.6,195.0,20.7,38.9,1022.5
2021-02-25,8.9,4.4,10.9,265.0,11.0,29.6,1026.6
2021-02-26,5.3,1.3,10.4,296.0,7.3,20.4,1037.2
2021-02-27,6.0,2.3,10.8,15.0,7.3,18.5,1041.0
2021-02-28,5.4,2.8,9.3,59.0,11.6,25.9,1037.4
2021-03-01,5.5,3.1,9.7,66.0,13.9,27.8,1032.1
2021-03-02,5.5,2.0,10.7,54.0,10.2,22.2,1029.8
2021-03-03,6.2,3.1,10.2,95.0,7.5,16.7,1027.4
2021-03-04,4.6,2.5,6.4,19.0,13.0,25.9,1025.1
2021-03-05,2.6,0.5,5.3,32.0,13.7,29.6,1031.7
2021-03-06,1.9,-0.7,5.1,48.0,9.0,22.2,1034.0
2021-03-07,1.6,-0.9,4.6,0.0,7.4,18.5,1027.9
2021-03-08,3.5,-0.2,7.9,263.0,7.7,20.4,1023.9
2021-03-09,5.8,1.5,10.8,259.0,11.8,27.8,1020.2
2021-03-10,7.2,5.6,9.6,205.0,27.2,59.3,1007.6
2021-03-11,8.5,4.5,10.6,247.0,37.0,66.7,995.9
2021-03-12,6.5,3.8,9.0,240.0,27.9,57.4,1001.8
2021-03-13,6.1,3.4,8.7,258.0,31.9,63.0,995.4
2021-03-14,6.3,3.5,9.4,280.0,24.2,44.5,1012.4
2021-03-15,8.0,5.7,10.8,313.0,17.4,37.0,1020.3
2021-03-16,8.4,5.3,12.2,310.0,16.0,37.0,1027.4
2021-03-17,6.1,4.0,8.6,343.0,14.1,27.8,1033.0
2021-03-18,5.7,3.1,7.4,346.0,15.5,31.5,1028.8
2021-03-19,6.4,3.8,8.6,29.0,15.8,31.5,1028.1
2021-03-20,5.6,1.6,8.9,332.0,8.9,22.2,1031.4
2021-03-21,7.3,5.7,9.5,6.0,13.1,29.6,1028.6
2021-03-21,7.3,5.7,9.5,6.0,13.1,29.6,1028.6
2021-03-22,7.1,3.9,10.8,254.0,8.2,22.2,1026.6
2021-03-23,6.8,3.1,10.4,216.0,12.5,31.5,1024.0
2021-03-24,7.4,3.8,11.0,219.0,12.1,29.6,1020.8
2021-03-25,7.6,3.0,11.5,221.0,15.6,37.0,1018.2
2021-03-27,6.5,3.0,9.4,248.0,22.4,42.6,1020.0
2021-03-28,9.0,5.4,13.2,233.0,21.05,40.75,1023.2
2021-03-29,11.5,7.8,17.0,218.0,19.7,38.9,1026.4
2021-03-30,12.5,5.1,20.8,160.0,9.3,22.2,1027.7
2021-03-31,14.5,7.9,21.3,172.0,8.7,22.2,1020.9
2021-04-01,10.1,5.4,13.4,46.0,16.8,33.3,1024.3
2021-04-02,5.7,2.7,9.0,33.0,18.8,35.2,1029.8
2021-04-03,5.5,3.6,7.8,21.0,17.8,33.3,1032.0
2021-04-04,6.9,1.4,12.9,295.0,11.1,27.8,1025.9
2021-04-05,5.0,0.8,6.6,318.0,20.7,42.6,1018.0
2021-04-06,1.7,-1.5,5.1,314.0,16.4,40.8,1020.8
2021-04-06,1.7,-1.5,5.1,314.0,16.4,40.8,1020.8
2021-04-07,2.1,-1.9,5.9,293.0,13.4,31.5,1023.8
2021-04-08,5.2,0.3,9.6,231.0,14.6,35.2,1021.8
2021-04-09,7.0,3.7,10.2,257.0,12.0,27.8,1013.8
2021-04-10,4.6,2.4,6.0,38.0,14.6,33.3,1013.5
2021-04-11,3.2,-0.4,7.5,349.0,14.4,29.6,1019.2
2021-04-12,3.3,-0.7,8.0,289.0,8.3,22.2,1028.5
2021-04-13,4.9,-0.7,10.0,245.0,7.2,22.2,1032.7
2021-04-14,5.6,1.6,9.8,53.0,9.0,27.8,1032.9
2021-04-15,4.0,-0.2,7.7,28.0,12.6,31.5,1033.5
2021-04-16,4.7,0.3,8.9,42.0,9.3,22.2,1031.6
2021-04-17,5.9,0.4,10.9,43.0,9.5,24.1,1029.6
2021-04-19,8.9,2.9,15.1,99.0,6.9,20.4,1021.8
2021-04-20,9.8,4.0,15.0,92.0,6.5,18.5,1018.3
2021-04-20,9.8,4.0,15.0,92.0,6.5,18.5,1018.3
2021-04-21,8.9,5.2,12.7,59.0,13.2,33.3,1020.9
2021-04-22,6.7,1.6,12.2,75.0,13.1,27.8,1027.2
2021-04-23,8.0,2.1,14.3,93.0,13.9,33.3,1028.9
2021-04-24,9.0,4.3,14.6,80.0,15.1,33.3,1027.9
2021-04-25,7.0,3.2,11.0,60.0,18.3,37.0,1028.7
2021-04-26,6.5,2.4,10.8,60.0,14.7,29.6,1022.0
2021-04-27,7.9,2.3,13.5,111.0,6.8,18.5,1011.1
2021-04-28,7.5,4.9,10.5,43.0,15.7,33.3,1006.4
2021-04-28,7.5,4.9,10.5,43.0,15.7,33.3,1006.4
2021-04-29,6.5,2.8,10.2,355.0,14.6,29.6,1011.3
2021-04-30,6.3,2.0,10.7,359.0,7.8,20.4,1015.2
2021-04-30,6.3,2.0,10.7,359.0,7.8,20.4,1015.2
2021-05-01,6.5,2.2,10.8,5.0,8.6,24.1,1016.5
2021-05-02,7.3,2.2,11.7,291.0,7.5,24.1,1020.3
2021-05-03,7.9,4.0,11.0,219.0,23.4,59.3,1013.2
2021-05-04,9.4,5.6,12.0,270.0,32.5,61.1,999.4
2021-05-05,6.8,3.6,10.4,278.0,14.2,29.6,1008.3
2021-05-06,6.3,1.8,10.0,265.0,9.7,27.8,1007.2
2021-05-07,7.8,3.0,12.0,262.0,13.7,29.6,1015.1
2021-05-08,10.7,6.0,14.9,181.0,19.9,46.3,1006.3
2021-05-09,14.9,11.0,18.2,193.0,17.7,37.0,997.7
2021-05-10,12.6,9.6,15.2,207.0,18.5,48.2,1000.2
2021-05-11,10.9,7.0,14.2,177.0,12.5,33.3,1007.3
2021-05-12,11.4,7.6,14.8,188.0,13.4,27.8,1008.7
2021-05-13,10.5,8.7,11.8,88.0,12.0,27.8,1006.3
2021-05-14,9.6,7.3,12.1,29.0,11.9,25.9,1008.9
2021-05-16,10.2,7.3,12.8,216.0,12.0,29.6,998.3
2021-05-17,10.8,7.7,13.8,294.0,12.5,27.8,1004.6
2021-05-18,10.2,6.1,13.8,255.0,12.1,29.6,1013.0
2021-05-19,10.5,7.6,14.0,287.0,12.5,31.5,1017.4
2021-05-20,9.8,5.5,12.7,207.0,19.8,55.5,1013.8
2021-05-20,9.8,5.5,12.7,207.0,19.8,55.5,1013.8
2021-05-21,10.7,9.5,12.8,231.0,36.7,68.5,997.0
2021-05-22,10.3,8.0,12.5,278.0,16.7,38.9,1002.4
2021-05-24,9.5,7.4,11.6,224.0,15.1,33.3,1003.1
2021-05-25,9.8,5.9,13.6,274.0,18.6,42.6,1013.1
2021-05-26,9.9,5.6,13.5,297.0,13.5,31.5,1014.6
2021-05-27,12.6,6.7,17.9,277.0,8.4,20.4,1020.2
2021-05-29,13.9,9.8,18.6,74.0,10.6,25.9,1026.8
2021-05-30,12.7,7.3,18.5,63.0,12.1,27.8,1027.8
2021-05-31,15.2,8.0,22.3,82.0,12.4,31.5,1021.9
2021-06-01,17.4,10.9,23.8,87.0,14.3,35.2,1015.8
2021-06-03,18.6,15.1,23.0,239.0,11.4,27.8,1018.1
2021-06-04,14.1,12.1,16.3,344.0,12.1,25.9,1022.6
2021-06-05,15.7,10.1,21.2,304.0,9.8,24.1,1024.3
2021-06-05,15.7,10.1,21.2,304.0,9.8,24.1,1024.3
2021-06-06,16.0,11.1,20.4,239.0,8.3,20.4,1024.6
2021-06-07,17.3,13.0,21.9,201.0,9.0,24.1,1023.9
2021-06-08,17.1,11.6,22.7,248.0,9.0,24.1,1023.4
2021-06-08,17.1,11.6,22.7,248.0,9.0,24.1,1023.4
2021-06-10,18.1,13.4,22.7,238.0,13.8,31.5,1020.6
2021-06-11,18.6,14.4,22.7,246.0,16.1,35.2,1019.5
2021-06-13,19.3,12.7,26.1,235.0,8.4,24.1,1026.1
2021-06-14,20.6,14.0,26.8,269.0,11.7,27.8,1020.8
2021-06-15,18.0,13.9,22.9,66.0,12.1,27.8,1020.7
2021-06-20,14.6,12.3,17.6,53.0,11.6,27.8,1008.8
2021-06-21,11.5,10.7,12.6,33.0,19.3,37.0,1012.4
2021-06-21,11.5,10.7,12.6,33.0,19.3,37.0,1012.4
2021-06-29,14.7,13.1,16.5,13.0,14.8,29.6,1015.2
2021-07-05,15.8,13.0,19.2,211.0,14.5,31.5,1005.4
2021-07-06,15.3,13.2,17.8,213.0,20.2,48.2,999.8
2021-07-08,16.5,13.0,20.3,223.0,10.7,24.1,1019.0
2021-07-12,16.1,14.0,18.8,59.0,8.6,18.5,1011.2
2021-07-14,17.8,13.4,22.5,328.0,15.9,35.2,1017.9
2021-07-17,20.0,13.6,26.5,29.0,11.8,24.1,1028.2
2021-08-16,14.9,12.4,16.9,300.0,17.5,38.9,1016.2
2021-08-18,16.8,13.7,20.1,277.0,15.5,33.3,1017.2
2021-08-18,16.8,13.7,20.1,277.0,15.5,33.3,1017.2
2021-08-19,16.0,12.6,19.6,253.0,13.3,27.8,1014.3
2021-08-20,17.4,13.6,21.4,240.0,10.5,24.1,1015.8
2021-08-21,16.7,14.9,18.4,176.0,9.3,22.2,1015.7
2021-08-26,15.1,12.7,17.1,354.0,17.1,35.2,1022.4
2021-08-27,14.2,11.1,17.9,1.0,13.6,27.8,1023.4
2021-08-28,14.4,10.5,18.9,7.0,15.4,35.2,1026.0
2021-08-28,14.4,10.5,18.9,7.0,15.4,35.2,1026.0
2021-08-29,14.2,10.5,18.2,2.0,13.1,31.5,1025.5
2021-08-30,14.6,12.3,17.7,11.0,17.8,35.2,1025.8
2021-08-31,14.8,12.4,18.4,17.0,16.6,33.3,1029.1
2021-09-01,14.4,11.1,18.2,21.0,14.7,29.6,1030.9
2021-09-02,15.1,12.3,18.5,33.0,15.5,31.5,1028.0
2021-09-03,15.7,11.4,20.7,55.0,11.8,25.9,1022.2
2021-09-04,15.6,12.2,20.0,60.0,11.9,24.1,1019.1
2021-09-05,17.6,12.9,23.1,80.0,10.7,22.2,1020.8
2021-09-06,19.6,13.5,25.9,114.0,7.3,18.5,1023.2
2021-09-07,21.5,16.5,27.8,123.0,9.8,27.8,1021.3
2021-09-08,21.0,16.3,26.8,100.0,12.3,33.3,1013.4
2021-09-09,18.6,15.7,21.5,201.0,12.0,29.6,1008.7
2021-09-10,18.0,16.5,20.3,213.0,12.9,31.5,1010.1
2021-09-11,17.3,14.7,21.0,254.0,14.6,33.3,1016.0
2021-09-12,15.5,11.5,19.5,318.0,8.1,18.5,1018.8
2021-09-12,15.5,11.5,19.5,318.0,8.1,18.5,1018.8
2021-09-13,15.6,13.0,18.8,86.0,11.2,27.8,1017.9
2021-09-15,15.8,13.4,18.9,327.0,11.0,25.9,1014.2
2021-09-15,15.8,13.4,18.9,327.0,11.0,25.9,1014.2
2021-09-16,16.0,11.1,20.9,242.0,8.9,24.1,1017.4
2021-09-17,16.0,12.4,20.0,196.0,10.7,27.8,1014.8
2021-09-17,16.0,12.4,20.0,196.0,10.7,27.8,1014.8
2021-09-19,15.5,14.1,17.7,343.0,7.2,20.4,1014.4
2021-09-20,14.5,11.4,18.0,343.0,13.9,31.5,1022.2
2021-10-22,7.9,4.8,12.0,267.0,14.4,40.8,1020.7
2021-10-23,8.2,4.2,12.2,209.0,9.3,25.9,1024.9
2021-10-24,11.0,8.5,13.4,183.0,13.1,33.3,1018.4
2021-10-24,11.0,8.5,13.4,183.0,13.1,33.3,1018.4
2021-10-25,11.2,9.0,14.0,223.0,11.9,31.5,1015.2
2021-10-26,11.6,8.1,15.3,223.0,14.7,38.9,1017.9
2021-10-27,14.1,12.7,16.1,215.0,20.8,48.2,1018.0
2021-10-28,13.0,11.5,15.0,186.0,17.9,37.0,1009.4
2021-10-29,12.6,9.7,14.0,192.0,19.9,46.3,999.0
2021-10-30,10.8,8.3,13.0,195.0,13.7,33.3,997.4
2021-10-31,10.5,7.9,12.6,192.0,21.2,51.8,994.1
2021-11-01,9.3,5.9,12.3,230.0,18.1,42.6,994.4
2021-11-01,9.3,5.9,12.3,230.0,18.1,42.6,994.4
2021-11-02,6.1,2.7,10.2,267.0,6.5,16.7,999.0
2021-11-03,5.4,2.6,8.3,330.0,11.0,27.8,1004.4
2021-11-04,5.7,3.2,8.0,330.0,19.7,42.6,1014.5
2021-11-04,5.7,3.2,8.0,330.0,19.7,42.6,1014.5
2021-11-05,5.0,1.2,8.5,271.0,10.0,22.2,1026.1
2021-11-06,9.3,6.3,11.3,239.0,18.5,44.5,1024.9
2021-11-06,9.3,6.3,11.3,239.0,18.5,44.5,1024.9
2021-11-07,8.6,5.7,10.9,285.0,16.9,42.6,1021.3
2021-11-08,7.6,4.3,10.2,235.0,9.3,20.4,1023.7
2021-11-09,11.5,10.2,13.6,217.0,11.4,27.8,1023.3
2021-11-10,11.3,10.3,13.2,222.0,8.7,20.4,1023.0
2021-11-11,10.5,9.1,12.5,206.0,8.6,20.4,1022.8
2021-11-12,11.0,8.9,13.0,212.0,18.3,37.0,1012.1
2021-11-12,11.0,8.9,13.0,212.0,18.3,37.0,1012.1
2021-11-15,7.9,6.0,10.3,6.0,6.1,16.7,1027.2
2021-11-16,7.2,5.0,9.6,243.0,7.0,18.5,1023.0
2021-11-16,7.2,5.0,9.6,243.0,7.0,18.5,1023.0
2021-11-17,7.4,5.7,9.8,268.0,10.4,24.1,1023.9
2021-11-18,8.9,5.4,12.5,246.0,12.7,27.8,1028.9
2021-11-20,9.0,7.2,10.7,244.0,8.4,20.4,1024.2
2021-11-20,9.0,7.2,10.7,244.0,8.4,20.4,1024.2
2021-11-21,5.0,3.0,7.4,340.0,18.1,40.8,1019.6
2021-11-22,4.6,2.6,7.9,8.0,14.5,31.5,1029.9
2021-11-23,3.9,2.1,7.2,342.0,6.9,18.5,1032.5
2021-11-24,4.1,3.0,5.8,275.0,5.1,14.8,1022.3
2021-11-24,4.1,3.0,5.8,275.0,5.1,14.8,1022.3
2021-11-25,2.9,0.9,4.7,326.0,13.0,29.6,1016.6
2021-11-26,3.6,0.8,6.8,271.0,21.1,44.5,996.4
2021-11-28,0.2,-1.3,2.0,320.0,20.1,53.7,1006.8
2021-11-29,0.5,-1.9,3.7,288.0,12.9,27.8,1014.4
2021-12-01,6.9,2.5,9.7,296.0,25.4,48.2,998.7
2021-12-02,0.9,-1.0,3.0,308.0,16.6,38.9,1011.5
2021-12-03,4.7,-0.7,7.8,215.0,9.6,27.8,1004.6
2021-12-05,4.4,3.7,5.1,320.0,25.1,44.5,1006.1
2021-12-06,3.2,1.5,5.4,249.0,12.9,29.6,1010.0
2021-12-07,3.5,0.2,6.3,190.0,19.2,51.8,997.8
2021-12-08,5.1,4.4,6.4,231.0,25.3,46.3,990.8
2021-12-11,4.4,1.1,9.0,232.0,12.3,27.8,1015.3
2021-12-12,10.6,9.3,11.8,222.0,16.1,29.6,1019.5
2021-12-13,9.5,8.0,10.2,200.0,14.5,29.6,1023.3
2021-12-14,9.6,8.0,11.2,222.0,12.7,27.8,1026.6
2021-12-15,9.6,8.4,11.0,232.0,11.3,24.1,1030.8
2021-12-15,9.6,8.4,11.0,232.0,11.3,24.1,1030.8
2021-12-24,7.7,7.0,8.5,177.0,9.3,24.1,1004.7
2021-12-29,10.3,6.8,13.4,222.0,17.4,50.0,1004.4
2021-12-30,13.3,12.5,13.7,228.0,24.2,40.8,1012.6
2021-12-30,13.3,12.5,13.7,228.0,24.2,40.8,1012.6
2021-12-31,12.4,11.9,13.7,222.0,20.4,38.9,1016.5
2022-01-10,4.5,2.3,6.6,181.0,8.4,22.2,1018.6
2022-01-11,7.3,6.0,8.3,225.0,9.9,22.2,1030.0
2022-01-12,3.8,1.5,5.9,309.0,6.8,18.5,1040.7
2022-01-12,3.8,1.5,5.9,309.0,6.8,18.5,1040.7
2022-01-13,3.2,1.0,6.9,230.0,6.4,14.8,1041.5
2022-01-14,2.3,0.4,5.4,6.0,5.7,14.8,1036.3
2022-01-17,3.0,0.7,6.9,284.0,7.9,20.4,1037.6
2022-01-18,2.4,0.4,5.3,185.0,6.2,14.8,1037.4
2022-01-19,4.3,2.3,7.5,265.0,12.3,29.6,1028.0
2022-01-20,1.6,-0.6,3.9,328.0,12.3,27.8,1035.9
2022-01-21,1.4,-1.6,4.7,296.0,10.4,24.1,1039.1
2022-01-22,2.7,0.6,6.0,289.0,9.4,20.4,1037.8
2022-01-23,2.5,1.2,4.3,183.0,5.3,14.8,1035.5
2022-01-24,2.4,0.6,4.6,89.0,5.6,14.8,1033.9
2022-01-25,0.7,-0.4,2.7,319.0,5.9,14.8,1034.6
2022-01-26,2.8,0.0,5.8,250.0,12.3,27.8,1033.0
2022-01-27,6.6,4.1,10.0,272.0,15.9,33.3,1028.6
2022-01-27,6.6,4.1,10.0,272.0,15.9,33.3,1028.6
2022-01-28,5.1,2.0,7.8,247.0,12.0,29.6,1034.2
2022-01-29,9.5,5.5,12.1,274.0,24.6,55.5,1028.5
2022-01-30,4.5,1.6,6.7,261.0,12.0,37.0,1030.1
2022-01-31,5.1,3.0,6.9,300.0,27.0,53.7,1023.4
2022-02-01,8.8,4.0,11.6,280.0,24.2,50.0,1021.8
2022-02-02,9.2,6.9,11.0,265.0,16.1,33.3,1022.4
2022-02-03,7.8,6.8,10.0,236.0,15.0,31.5,1014.5
2022-02-04,5.8,2.5,7.9,263.0,21.4,46.3,1011.3
2022-02-05,5.1,1.1,8.4,246.0,23.7,51.8,1018.5
2022-02-06,8.1,5.0,9.2,269.0,34.2,63.0,1008.0
2022-02-08,9.2,7.6,11.5,243.0,20.4,40.8,1026.6
2022-02-10,4.9,1.7,7.3,282.0,11.9,31.5,1022.6
2022-02-11,3.1,0.4,6.9,240.0,9.4,25.9,1031.6
2022-02-12,4.7,2.7,7.1,193.0,17.7,40.8,1022.2
2022-02-12,4.7,2.7,7.1,193.0,17.7,40.8,1022.2
2022-02-13,7.4,5.8,9.0,193.0,24.2,50.0,1002.1
2022-02-14,6.8,4.5,8.5,259.0,20.9,42.6,999.0
2022-02-14,6.8,4.5,8.5,259.0,20.9,42.6,999.0
2022-02-14,6.8,4.5,8.5,259.0,20.9,42.6,999.0
2022-02-14,6.8,4.5,8.5,259.0,20.9,42.6,999.0
2022-02-15,6.0,2.2,8.7,234.0,18.6,42.6,1006.9
2022-02-17,8.1,6.4,10.0,260.0,27.5,55.5,1007.6
2022-02-18,7.2,3.0,10.0,232.0,38.9,98.2,997.3
2022-02-19,4.5,2.0,7.0,246.0,24.1,51.8,1009.8
2022-02-20,9.0,5.2,11.4,245.0,34.3,64.8,1004.1
2022-02-22,7.7,4.5,11.9,253.0,19.6,50.0,1018.6
2022-02-23,6.3,2.8,9.5,224.0,17.1,40.8,1021.2
2022-02-23,6.3,2.8,9.5,224.0,17.1,40.8,1021.2
2022-02-24,5.5,2.4,7.3,253.0,24.9,53.7,1011.6
2022-02-24,5.5,2.4,7.3,253.0,24.9,53.7,1011.6
2022-02-25,5.2,2.7,9.3,273.0,18.8,40.8,1025.3
2022-02-26,4.9,1.7,9.3,163.0,13.0,31.5,1030.2
2022-02-27,4.5,1.6,8.4,139.0,17.0,35.2,1025.2
2022-02-27,4.5,1.6,8.4,139.0,17.0,35.2,1025.2
2022-02-28,7.9,4.5,10.8,176.0,15.3,31.5,1024.2
2022-03-01,7.5,6.5,9.0,48.0,12.7,25.9,1025.3
2022-03-01,7.5,6.5,9.0,48.0,12.7,25.9,1025.3
2022-03-02,5.9,4.9,6.5,110.0,13.9,25.9,1021.0
2022-03-03,7.6,4.5,10.9,133.0,10.5,24.1,1015.4
2022-03-04,6.5,3.9,8.1,327.0,10.5,24.1,1019.2
2022-03-05,4.2,3.2,5.7,356.0,20.3,40.8,1023.7
2022-03-07,2.8,0.9,5.3,75.0,15.3,33.3,1024.7
2022-03-08,4.7,0.1,9.8,133.0,16.4,35.2,1015.4
2022-03-09,8.4,6.2,11.4,164.0,16.2,35.2,1016.7
2022-03-10,10.0,7.3,13.6,152.0,15.3,31.5,1016.1
2022-03-12,8.7,7.1,11.0,175.0,19.3,38.9,1008.5
