date,average_temp_degrees,min_temp_degrees,max_temp_degrees,wind_direction_degrees,wind_speed_kph,peak_wind_gust_kph,avg_air_pressure_hPa
2023-01-17,-2.1,-3.9,0.4,311.0,6.1,16.7,989.7
2023-01-18,-0.5,-3.0,2.6,270.0,13.1,29.6,998.4
2023-01-19,-0.4,-2.3,2.4,274.0,9.4,22.2,1008.2
2023-01-20,1.4,-0.4,4.6,306.0,14.8,29.6,1019.0
2023-01-21,0.6,-1.8,4.6,31.0,6.8,20.4,1032.6
2023-01-22,-0.9,-2.3,1.8,1.0,4.0,13.0,1035.8
2023-01-23,-1.3,-4.2,1.9,1.0,5.8,16.7,1037.9
2023-01-24,0.9,-0.9,3.5,12.0,6.5,16.7,1039.3
2023-01-25,1.4,-1.2,4.0,268.0,9.3,27.8,1033.3
2023-01-26,3.3,1.7,5.6,353.0,17.2,33.3,1030.2
2023-01-27,3.3,0.8,5.7,7.0,13.4,29.6,1030.8
2023-01-28,2.4,0.2,5.3,294.0,7.2,18.5,1031.9
2023-01-29,4.5,1.2,7.5,243.0,14.0,29.6,1026.6
2023-01-30,6.1,3.4,8.1,277.0,16.4,35.2,1024.7
2023-02-01,6.0,3.7,8.8,263.0,21.5,42.6,1024.6
2023-02-02,7.5,5.1,10.5,260.0,20.0,40.8,1027.0
2023-02-03,8.8,6.3,11.3,266.0,18.2,33.3,1031.5
2023-02-04,6.9,5.5,9.4,261.0,9.9,22.2,1037.8
2023-02-05,4.4,1.8,6.8,349.0,11.3,25.9,1044.4
2023-02-06,2.5,-0.2,7.1,155.0,4.9,14.8,1042.2
2023-02-07,1.4,-0.6,5.2,143.0,5.1,14.8,1039.2
2023-02-08,1.1,-2.1,5.8,175.0,7.5,20.4,1035.1
2023-02-09,3.2,0.8,7.5,269.0,9.2,24.1,1033.0
2023-02-09,3.2,0.8,7.5,269.0,9.2,24.1,1033.0
2023-02-10,3.9,0.1,7.5,236.0,11.2,27.8,1036.7
2023-02-11,7.7,6.3,10.2,256.0,9.3,20.4,1036.7
2023-02-12,6.7,5.5,8.7,148.0,6.9,18.5,1037.5
2023-02-13,5.9,3.6,9.7,133.0,9.0,22.2,1034.5
2023-02-14,6.1,2.5,11.6,156.0,8.2,20.4,1030.9
2023-02-15,7.3,3.3,12.1,192.0,11.8,29.6,1023.7
2023-02-16,9.0,6.5,11.7,222.0,15.8,31.5,1020.1
2023-02-17,11.6,10.1,13.6,252.0,25.2,48.2,1021.2
2023-02-18,10.8,8.8,13.0,254.0,23.6,42.6,1021.1
2023-02-21,8.2,6.3,10.8,216.0,9.5,22.2,1018.1
2023-02-22,6.0,3.9,7.9,262.0,9.7,22.2,1012.1
2023-02-24,3.7,0.1,7.2,321.0,11.7,25.9,1014.1
2023-02-25,3.5,1.8,6.1,7.0,17.3,38.9,1017.7
2023-02-26,2.7,0.7,5.5,28.0,15.1,35.2,1027.3
2023-02-27,2.8,0.5,5.7,24.0,13.7,31.5,1031.9
2023-02-28,3.6,0.7,6.3,17.0,15.4,33.3,1032.6
2023-03-01,3.9,2.6,6.0,25.0,13.9,31.5,1029.5
2023-03-02,3.5,0.3,7.4,29.0,15.6,33.3,1026.2
2023-03-03,3.7,2.1,5.8,22.0,14.5,29.6,1029.1
2023-03-07,2.8,1.3,4.3,319.0,10.0,24.1,1000.0
2023-03-08,1.1,0.2,1.9,71.0,15.8,31.5,992.0
2023-03-09,4.8,1.5,8.1,109.0,10.9,25.9,991.9
2023-03-10,3.5,-0.4,7.6,353.0,19.6,53.7,997.9
2023-03-12,9.3,5.4,11.9,232.0,22.4,44.5,1005.7
2023-03-15,3.9,-0.3,6.8,205.0,11.7,31.5,1015.4
2023-03-18,9.4,8.0,10.9,195.0,10.0,22.2,1006.4
2023-03-20,9.6,6.8,12.0,220.0,16.1,31.5,1016.4
2023-03-21,10.7,8.6,13.5,214.0,20.8,44.5,1008.8
2023-03-22,11.1,9.7,13.4,216.0,24.8,42.6,1000.1
2023-03-23,10.1,7.5,12.8,217.0,24.0,50.0,997.4
2023-03-24,9.2,7.1,11.8,231.0,24.4,50.0,998.2
2023-03-25,9.6,7.2,12.9,246.0,25.6,51.8,1003.8
2023-03-27,5.0,1.7,8.6,328.0,8.5,18.5,1024.9
2023-03-29,10.7,7.6,13.8,204.0,16.1,37.0,1009.1
2023-03-30,11.7,9.7,14.0,226.0,23.8,46.3,1003.3
2023-03-31,10.0,9.4,10.6,236.0,24.5,48.2,989.5
2023-04-01,8.7,7.0,10.2,332.0,18.1,33.3,1005.6
2023-04-02,7.0,3.6,9.7,19.0,18.7,35.2,1025.1
2023-04-05,6.8,2.6,10.2,190.0,10.1,24.1,1021.3
2023-04-06,9.1,6.0,11.8,262.0,16.0,35.2,1014.1
2023-04-06,9.1,6.0,11.8,262.0,16.0,35.2,1014.1
2023-04-07,7.8,3.0,13.0,346.0,10.0,22.2,1020.8
2023-04-08,8.0,3.0,12.7,111.0,6.4,18.5,1025.6
2023-04-08,8.0,3.0,12.7,111.0,6.4,18.5,1025.6
2023-04-09,9.3,4.6,13.9,136.0,11.0,27.8,1021.9
2023-04-10,10.7,7.5,13.9,215.0,20.8,50.0,1010.7
2023-04-10,10.7,7.5,13.9,215.0,20.8,50.0,1010.7
2023-04-10,10.7,7.5,13.9,215.0,20.8,50.0,1010.7
2023-04-10,10.7,7.5,13.9,215.0,20.8,50.0,1010.7
2023-04-11,8.2,4.9,11.6,228.0,22.9,44.5,1009.3
2023-04-12,6.8,4.3,9.3,230.0,23.8,57.4,994.0
2023-04-13,7.8,4.5,11.7,257.0,22.1,42.6,1001.4
2023-04-13,7.8,4.5,11.7,257.0,22.1,42.6,1001.4
2023-04-14,6.6,3.9,9.1,138.0,12.4,31.5,1004.8
2023-04-19,9.3,6.0,13.4,59.0,19.8,38.9,1025.6
2023-04-20,8.1,3.4,13.3,37.0,20.5,44.5,1021.7
2023-04-21,6.6,4.7,9.2,55.0,11.4,27.8,1013.2
2023-04-24,7.7,5.3,10.4,329.0,12.0,25.9,1009.8
2023-04-25,5.9,1.5,9.8,28.0,11.1,24.1,1018.2
2023-04-26,7.5,3.9,10.7,125.0,10.7,25.9,1018.8
2023-04-27,8.9,5.5,11.9,117.0,14.3,33.3,1015.6
2023-04-28,12.9,9.7,17.2,270.0,14.5,33.3,1011.5
2023-04-29,11.5,5.7,16.6,96.0,7.3,22.2,1020.4
2023-04-30,11.5,7.1,15.6,158.0,9.7,24.1,1021.1
2023-05-02,10.5,7.7,13.6,72.0,10.9,25.9,1026.1
2023-05-03,9.2,5.4,13.1,86.0,15.3,33.3,1026.4
2023-05-04,12.2,7.5,16.3,107.0,17.0,35.2,1015.8
2023-05-05,13.5,11.0,16.0,205.0,13.6,29.6,1014.3
2023-05-06,12.4,9.8,14.5,170.0,10.7,27.8,1014.1
2023-05-07,14.9,11.2,19.2,255.0,9.3,24.1,1016.7
2023-05-08,12.3,9.7,14.0,210.0,13.3,31.5,1019.1
2023-05-09,13.4,11.3,16.3,260.0,12.0,24.1,1011.0
2023-05-10,12.3,8.9,15.9,283.0,12.0,27.8,1012.6
2023-05-10,12.3,8.9,15.9,283.0,12.0,27.8,1012.6
2023-05-13,11.4,8.2,15.7,15.0,18.7,37.0,1025.6
2023-05-14,12.5,7.1,18.6,327.0,8.8,22.2,1021.0
2023-05-15,11.7,7.9,13.7,347.0,16.8,38.9,1020.0
2023-05-16,10.8,5.4,15.4,325.0,11.3,27.8,1025.2
2023-05-17,11.8,6.9,16.2,337.0,9.0,22.2,1028.3
2023-05-19,11.7,8.2,15.4,63.0,8.4,24.1,1027.4
2023-05-21,12.2,6.9,17.0,17.0,18.4,37.0,1022.0
2023-05-22,13.2,8.9,17.9,358.0,19.7,38.9,1021.1
2023-05-23,12.5,8.1,16.4,26.0,14.1,27.8,1026.4
2023-05-24,13.6,8.3,18.4,343.0,10.6,27.8,1026.0
2023-05-26,11.8,6.5,16.9,55.0,14.7,31.5,1031.5
2023-05-27,12.6,6.8,18.6,61.0,12.2,24.1,1027.1
2023-05-30,11.6,7.0,15.8,40.0,19.6,37.0,1029.4
2023-05-31,13.2,9.5,18.1,43.0,18.6,35.2,1027.0
2023-06-01,12.4,9.0,16.4,39.0,19.0,35.2,1025.4
2023-06-02,12.0,8.8,16.1,36.0,17.7,33.3,1024.8
2023-06-03,13.4,7.2,19.7,40.0,17.3,35.2,1023.7
2023-06-04,14.2,8.3,20.2,46.0,16.0,31.5,1024.2
2023-06-05,12.8,7.9,17.6,39.0,15.6,31.5,1024.5
2023-06-06,12.8,9.1,17.6,43.0,16.5,31.5,1023.6
2023-06-07,14.0,8.0,20.2,53.0,15.6,31.5,1021.9
2023-06-08,14.4,8.3,20.4,56.0,16.7,31.5,1018.8
2023-06-09,17.2,10.0,24.2,59.0,18.0,35.2,1014.1
2023-06-09,17.2,10.0,24.2,59.0,18.0,35.2,1014.1
2023-06-10,21.0,14.4,27.9,75.0,15.9,35.2,1013.2
2023-06-11,21.8,15.4,28.3,86.0,11.2,25.9,1014.0
2023-06-12,20.8,16.1,25.5,85.0,8.6,22.2,1014.8
2023-06-13,19.9,13.4,26.9,51.0,15.8,37.0,1014.5
2023-06-14,18.6,10.8,26.4,54.0,14.8,29.6,1017.5
2023-06-15,18.8,11.7,25.8,62.0,11.9,25.9,1020.1
2023-06-17,18.3,12.2,24.1,95.0,10.7,25.9,1014.6
2023-06-18,18.5,15.7,22.3,145.0,10.6,25.9,1009.2
2023-06-19,18.5,14.2,23.0,218.0,14.8,31.5,1010.3
2023-06-20,18.5,14.7,23.3,177.0,12.3,31.5,1008.4
2023-06-21,18.6,13.5,23.6,231.0,13.3,29.6,1015.4
2023-06-23,20.0,14.2,25.6,229.0,11.3,31.5,1023.0
2023-06-25,22.2,16.4,28.5,188.0,15.8,40.8,1015.0
2023-06-26,17.1,12.0,21.5,271.0,17.6,38.9,1019.1
2023-06-27,16.7,11.1,20.8,252.0,13.3,31.5,1020.9
2023-06-27,16.7,11.1,20.8,252.0,13.3,31.5,1020.9
2023-06-28,19.6,15.3,23.9,243.0,13.8,31.5,1017.1
2023-06-28,19.6,15.3,23.9,243.0,13.8,31.5,1017.1
2023-06-28,19.6,15.3,23.9,243.0,13.8,31.5,1017.1
2023-06-28,19.6,15.3,23.9,243.0,13.8,31.5,1017.1
2023-06-29,17.6,14.8,21.2,315.0,12.2,27.8,1015.7
2023-06-29,17.6,14.8,21.2,315.0,12.2,27.8,1015.7
2023-06-30,15.5,10.9,18.2,246.0,15.4,40.8,1012.4
2023-06-30,15.5,10.9,18.2,246.0,15.4,40.8,1012.4
2023-07-01,18.4,14.6,21.7,271.0,20.6,42.6,1005.9
2023-07-02,15.5,10.2,19.9,267.0,18.2,44.5,1011.3
2023-07-02,15.5,10.2,19.9,267.0,18.2,44.5,1011.3
2023-07-03,14.6,9.7,18.2,257.0,21.3,50.0,1010.9
2023-07-03,14.6,9.7,18.2,257.0,21.3,50.0,1010.9
2023-07-24,15.3,13.0,17.1,329.0,13.1,31.5,1005.4
2023-07-24,15.3,13.0,17.1,329.0,13.1,31.5,1005.4
2023-07-25,14.5,10.7,18.4,315.0,11.0,29.6,1010.6
2023-07-25,14.5,10.7,18.4,315.0,11.0,29.6,1010.6
2023-07-25,14.5,10.7,18.4,315.0,11.0,29.6,1010.6
2023-07-25,14.5,10.7,18.4,315.0,11.0,29.6,1010.6
2023-07-26,15.1,9.2,20.5,238.0,12.4,33.3,1012.0
2023-07-26,15.1,9.2,20.5,238.0,12.4,33.3,1012.0
2023-07-27,18.6,15.8,21.3,240.0,19.7,38.9,1003.6
2023-07-27,18.6,15.8,21.3,240.0,19.7,38.9,1003.6
2023-07-28,18.4,15.3,21.9,242.0,14.5,33.3,1005.9
2023-07-28,18.4,15.3,21.9,242.0,14.5,33.3,1005.9
2023-07-29,17.9,14.7,21.6,243.0,18.7,44.5,1006.3
2023-07-29,17.9,14.7,21.6,243.0,18.7,44.5,1006.3
2023-07-30,16.1,12.3,19.6,246.0,20.5,42.6,1010.3
2023-07-30,16.1,12.3,19.6,246.0,20.5,42.6,1010.3
2023-07-31,17.8,15.1,19.8,246.0,21.0,38.9,1005.0
2023-07-31,17.8,15.1,19.8,246.0,21.0,38.9,1005.0
2023-08-01,16.6,13.0,20.0,258.0,18.9,38.9,1001.7
2023-08-01,16.6,13.0,20.0,258.0,18.9,38.9,1001.7
2023-08-02,16.7,14.9,18.4,227.0,16.8,40.8,989.2
2023-08-02,16.7,14.9,18.4,227.0,16.8,40.8,989.2
2023-08-03,16.2,13.0,19.6,318.0,16.0,33.3,1003.8
2023-08-03,16.2,13.0,19.6,318.0,16.0,33.3,1003.8
2023-08-04,15.5,12.0,18.9,317.0,12.2,25.9,1016.5
2023-08-04,15.5,12.0,18.9,317.0,12.2,25.9,1016.5
2023-08-05,13.5,11.9,15.5,207.0,14.4,40.8,1008.9
2023-08-05,13.5,11.9,15.5,207.0,14.4,40.8,1008.9
2023-08-06,13.6,9.7,17.2,311.0,19.7,40.8,1016.2
2023-08-06,13.6,9.7,17.2,311.0,19.7,40.8,1016.2
2023-08-07,14.7,9.4,19.2,281.0,14.0,33.3,1019.4
2023-08-07,14.7,9.4,19.2,281.0,14.0,33.3,1019.4
2023-08-08,14.3,10.3,17.2,249.0,12.6,27.8,1015.6
2023-08-08,14.3,10.3,17.2,249.0,12.6,27.8,1015.6
2023-08-08,14.3,10.3,17.2,249.0,12.6,27.8,1015.6
2023-08-09,17.2,11.4,22.2,267.0,9.2,22.2,1017.8
2023-08-09,17.2,11.4,22.2,267.0,9.2,22.2,1017.8
2023-08-10,19.8,14.1,25.0,182.0,10.7,27.8,1019.4
2023-08-10,19.8,14.1,25.0,182.0,10.7,27.8,1019.4
2023-08-11,19.7,16.8,23.5,219.0,16.1,37.0,1017.6
2023-08-11,19.7,16.8,23.5,219.0,16.1,37.0,1017.6
2023-08-13,17.3,14.1,21.1,225.0,16.8,38.9,1013.8
2023-08-13,17.3,14.1,21.1,225.0,16.8,38.9,1013.8
2023-08-14,17.5,15.2,20.3,197.0,15.9,38.9,1011.0
2023-08-14,17.5,15.2,20.3,197.0,15.9,38.9,1011.0
2023-08-16,17.8,12.8,23.0,35.0,9.1,24.1,1020.6
2023-08-16,17.8,12.8,23.0,35.0,9.1,24.1,1020.6
2023-08-17,18.2,14.1,23.3,74.0,15.0,33.3,1019.8
2023-08-17,18.2,14.1,23.3,74.0,15.0,33.3,1019.8
2023-08-18,19.0,15.7,22.7,94.0,15.7,35.2,1013.8
2023-08-18,19.0,15.7,22.7,94.0,15.7,35.2,1013.8
2023-08-19,20.0,16.3,22.9,213.0,18.5,42.6,1013.5
2023-08-19,20.0,16.3,22.9,213.0,18.5,42.6,1013.5
2023-08-20,18.4,13.8,23.5,226.0,12.5,31.5,1021.8
2023-08-20,18.4,13.8,23.5,226.0,12.5,31.5,1021.8
2023-08-20,18.4,13.8,23.5,226.0,12.5,31.5,1021.8
2023-08-20,18.4,13.8,23.5,226.0,12.5,31.5,1021.8
2023-08-21,18.2,12.9,23.8,231.0,12.9,33.3,1023.1
2023-08-21,18.2,12.9,23.8,231.0,12.9,33.3,1023.1
2023-08-22,18.5,13.7,23.9,245.0,13.6,31.5,1020.6
2023-08-22,18.5,13.7,23.9,245.0,13.6,31.5,1020.6
2023-08-23,18.5,12.6,24.3,235.0,7.9,20.4,1019.9
2023-08-23,18.5,12.6,24.3,235.0,7.9,20.4,1019.9
2023-08-24,19.3,15.2,24.8,230.0,8.9,27.8,1012.5
2023-08-24,19.3,15.2,24.8,230.0,8.9,27.8,1012.5
2023-08-25,15.7,12.5,19.0,291.0,12.8,29.6,1010.0
2023-08-25,15.7,12.5,19.0,291.0,12.8,29.6,1010.0
2023-08-26,14.4,11.0,18.3,244.0,11.4,31.5,1008.6
2023-08-26,14.4,11.0,18.3,244.0,11.4,31.5,1008.6
2023-08-27,13.9,9.6,17.9,283.0,13.6,33.3,1010.3
2023-08-27,13.9,9.6,17.9,283.0,13.6,33.3,1010.3
2023-08-28,14.3,10.2,18.8,309.0,10.9,27.8,1014.3
2023-08-28,14.3,10.2,18.8,309.0,10.9,27.8,1014.3
2023-08-29,15.1,11.1,19.8,269.0,9.7,27.8,1012.3
2023-08-29,15.1,11.1,19.8,269.0,9.7,27.8,1012.3
2023-08-30,14.4,10.7,18.1,296.0,14.2,35.2,1008.6
2023-08-30,14.4,10.7,18.1,296.0,14.2,35.2,1008.6
2023-08-31,12.9,9.2,15.6,195.0,8.6,24.1,1009.6
2023-08-31,12.9,9.2,15.6,195.0,8.6,24.1,1009.6
2023-08-31,12.9,9.2,15.6,195.0,8.6,24.1,1009.6
2023-08-31,12.9,9.2,15.6,195.0,8.6,24.1,1009.6
2023-09-01,17.3,14.2,21.7,142.0,7.6,20.4,1010.4
2023-09-01,17.3,14.2,21.7,142.0,7.6,20.4,1010.4
2023-09-02,17.6,14.1,22.3,46.0,10.3,24.1,1020.2
2023-09-02,17.6,14.1,22.3,46.0,10.3,24.1,1020.2
2023-09-03,18.8,13.6,24.7,77.0,8.0,22.2,1026.7
2023-09-03,18.8,13.6,24.7,77.0,8.0,22.2,1026.7
2023-09-04,20.5,15.3,27.3,84.0,12.6,29.6,1023.3
2023-09-04,20.5,15.3,27.3,84.0,12.6,29.6,1023.3
2023-09-05,21.3,14.9,28.9,68.0,12.9,27.8,1017.5
2023-09-05,21.3,14.9,28.9,68.0,12.9,27.8,1017.5
2023-09-06,22.4,14.8,30.7,45.0,7.1,18.5,1018.4
2023-09-06,22.4,14.8,30.7,45.0,7.1,18.5,1018.4
2023-09-08,23.0,16.4,29.8,198.0,6.4,20.4,1016.3
2023-09-08,23.0,16.4,29.8,198.0,6.4,20.4,1016.3
2023-09-09,24.1,16.6,31.6,163.0,6.0,20.4,1015.8
2023-09-09,24.1,16.6,31.6,163.0,6.0,20.4,1015.8
2023-09-10,23.5,18.1,29.1,133.0,9.0,24.1,1014.7
2023-09-10,23.5,18.1,29.1,133.0,9.0,24.1,1014.7
2023-09-11,20.7,17.4,24.9,224.0,13.0,31.5,1013.3
2023-09-11,20.7,17.4,24.9,224.0,13.0,31.5,1013.3
2023-09-12,18.3,15.8,22.0,251.0,9.6,24.1,1013.5
2023-09-12,18.3,15.8,22.0,251.0,9.6,24.1,1013.5
2023-09-13,16.4,13.2,20.5,27.0,12.2,29.6,1020.4
2023-09-13,16.4,13.2,20.5,27.0,12.2,29.6,1020.4
2023-09-14,16.8,11.9,22.5,177.0,8.5,24.1,1020.8
2023-09-15,17.7,11.3,24.3,133.0,7.6,22.2,1015.4
2023-09-16,18.9,13.6,25.1,57.0,10.0,25.9,1013.2
2023-09-17,18.2,15.1,21.3,79.0,14.4,33.3,1010.7
2023-09-18,17.2,12.5,19.7,218.0,19.6,48.2,1002.7
2023-09-19,15.8,12.1,18.7,215.0,28.1,63.0,1006.1
2023-09-20,17.7,15.4,19.3,201.0,31.5,61.1,999.0
2023-09-21,13.9,11.0,17.2,204.0,10.5,29.6,995.5
2023-09-22,12.3,8.2,16.8,260.0,10.6,27.8,1000.9
2023-09-23,12.2,7.9,17.1,241.0,11.8,29.6,1015.3
2023-09-24,16.0,11.0,19.7,176.0,22.0,53.7,1018.1
2023-09-25,17.9,14.5,21.5,200.0,15.9,37.0,1018.5
2023-09-26,16.7,13.1,21.6,170.0,14.4,37.0,1017.3
2023-09-27,16.8,12.0,21.0,155.0,14.8,38.9,1014.3
2023-09-28,16.0,13.1,18.0,201.0,19.1,38.9,1013.1
2023-09-29,16.6,12.1,19.3,244.0,14.0,35.2,1017.6
2023-10-01,18.4,15.6,22.3,193.0,15.2,37.0,1020.3
2023-10-02,17.9,15.1,21.0,162.0,8.0,24.1,1016.4
2023-10-03,15.0,12.0,18.1,258.0,19.2,46.3,1017.5
2023-10-04,13.1,10.0,16.9,226.0,15.9,42.6,1026.0
2023-10-05,14.4,11.7,17.7,214.0,14.2,33.3,1024.3
2023-10-06,16.5,13.7,20.5,224.0,19.4,42.6,1023.0
2023-10-07,18.2,14.2,23.5,221.0,15.4,35.2,1022.8
2023-10-07,18.2,14.2,23.5,221.0,15.4,35.2,1022.8
2023-10-08,17.3,12.1,23.5,201.0,7.9,24.1,1024.2
2023-10-09,17.3,12.9,23.7,213.0,6.6,18.5,1021.6
2023-10-10,16.8,13.0,21.2,202.0,14.7,37.0,1017.3
2023-10-11,17.7,15.3,21.1,216.0,18.5,38.9,1012.5
2023-10-12,14.5,12.9,16.0,281.0,9.1,22.2,1012.1
2023-10-13,17.0,11.7,19.4,223.0,26.0,55.5,1002.1
2023-10-14,9.2,5.9,12.5,285.0,13.0,33.3,1016.2
2023-10-15,5.8,2.3,10.5,340.0,8.0,25.9,1025.5
2023-10-17,10.7,7.7,14.0,77.0,16.8,40.8,1014.5
2023-10-18,13.4,11.3,17.0,98.0,23.5,51.8,995.8
2023-10-19,16.1,14.8,17.0,163.0,21.2,53.7,983.8
2023-10-20,13.9,11.8,15.4,173.0,11.3,25.9,977.4
2023-10-21,12.2,9.5,14.4,212.0,12.6,25.9,984.1
2023-10-23,10.5,7.3,14.2,90.0,10.4,27.8,1007.7
2023-10-24,10.1,8.0,13.9,161.0,7.9,27.8,1001.3
2023-10-25,9.6,7.8,12.4,37.0,9.4,24.1,996.3
2023-11-02,10.3,9.0,11.5,222.0,33.9,59.3,967.9
2023-11-03,9.1,6.7,12.3,231.0,18.5,42.6,981.5
2023-11-05,8.4,6.0,11.6,255.0,18.1,44.5,980.3
2023-11-05,8.4,6.0,11.6,255.0,18.1,44.5,980.3
2023-11-05,8.4,6.0,11.6,255.0,18.1,44.5,980.3
2023-11-06,8.6,6.1,12.0,222.0,15.8,37.0,997.9
2023-11-06,8.6,6.1,12.0,222.0,15.8,37.0,997.9
2023-11-07,7.4,5.2,11.0,226.0,14.4,33.3,1008.0
2023-11-08,8.5,5.7,12.1,210.0,16.2,46.3,1005.0
2023-11-09,7.1,5.3,9.5,205.0,16.2,37.0,997.0
2023-11-10,6.1,3.9,8.3,257.0,12.3,33.3,996.6
2023-11-17,5.9,3.2,8.8,200.0,8.7,18.5,1019.8
2023-11-18,11.8,7.5,14.5,192.0,21.6,38.9,1011.7
2023-11-19,11.3,10.0,13.1,227.0,26.9,51.8,1007.5
2023-11-21,8.3,5.6,9.6,338.0,16.2,37.0,1022.5
2023-11-24,5.4,1.0,8.9,314.0,17.1,40.8,1021.5
2023-11-26,2.6,-1.0,7.4,177.0,7.8,27.8,1015.2
2023-11-26,2.6,-1.0,7.4,177.0,7.8,27.8,1015.2
2023-11-28,3.1,0.8,5.2,309.0,9.6,29.6,1009.2
2023-11-29,0.5,-2.1,3.1,27.0,4.9,14.8,1005.4
2023-11-29,0.5,-2.1,3.1,27.0,4.9,14.8,1005.4
2023-12-01,-1.0,-2.6,2.1,357.0,9.3,20.4,1008.4
2023-12-03,3.2,-0.5,6.1,153.0,13.6,31.5,1010.7
2023-12-05,4.3,2.1,5.3,333.0,14.2,27.8,1008.2
2023-12-06,1.5,-0.7,3.4,97.0,6.1,22.2,1017.7
2023-12-06,1.5,-0.7,3.4,97.0,6.1,22.2,1017.7
2023-12-06,1.5,-0.7,3.4,97.0,6.1,22.2,1017.7
2023-12-07,5.8,3.0,7.5,140.0,22.0,42.6,1007.7
2023-12-08,7.4,5.3,10.1,202.0,14.1,33.3,1004.6
2023-12-09,9.4,7.5,12.0,212.0,28.4,51.8,996.9
2023-12-09,9.4,7.5,12.0,212.0,28.4,51.8,996.9
2023-12-10,8.7,6.7,10.9,224.0,24.5,48.2,1001.7
2023-12-10,8.7,6.7,10.9,224.0,24.5,48.2,1001.7
2023-12-12,8.8,6.8,10.4,186.0,15.1,33.3,998.0
2023-12-12,8.8,6.8,10.4,186.0,15.1,33.3,998.0
2023-12-13,6.4,4.7,7.6,314.0,20.3,50.0,1002.6
2023-12-13,6.4,4.7,7.6,314.0,20.3,50.0,1002.6
2023-12-14,4.2,1.6,6.4,241.0,8.7,25.9,1021.4
2023-12-14,4.2,1.6,6.4,241.0,8.7,25.9,1021.4
2023-12-15,4.4,1.6,7.2,216.0,7.3,18.5,1035.5
2023-12-16,8.6,5.1,10.9,214.0,13.9,27.8,1038.8
2023-12-16,8.6,5.1,10.9,214.0,13.9,27.8,1038.8
2023-12-17,8.5,7.2,10.0,206.0,18.8,38.9,1034.2
2023-12-18,9.6,7.6,11.6,210.0,20.6,37.0,1028.3
2023-12-19,9.8,5.3,12.2,263.0,17.7,37.0,1020.0
2023-12-20,7.7,4.8,10.4,257.0,21.0,38.9,1018.4
